MSZoning,LotFrontage,LotArea,Street,Utilities,Neighborhood,BldgType,YearBuilt,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,PoolArea,MiscVal,SaleType,SaleCondition,SalePrice,BsmtRating,ExterRating,BsmtFinTypeRating,BsmtBath,Bath,PorchArea
3.0,75.0,11404,1,3.0,18.0,0,1998,1.0,1.0,2.0,202.0,5.0,1153,1,4.0,1153,2031,3,1,3.0,8,1,2,2.0,0,0,8,4.0,222500,12.0,6.0,5.0,0,3,84
3.0,80.0,10000,1,3.0,7.0,0,1961,2.0,1.0,0.0,0.0,3.0,864,1,4.0,1144,1144,3,1,2.0,6,1,1,2.0,0,400,8,4.0,131400,9.0,4.0,4.0,1,1,0
3.0,70.04995836802665,8978,1,3.0,7.0,0,1968,1.0,1.0,0.0,0.0,5.0,948,1,4.0,948,948,3,1,2.0,6,0,1,2.0,0,0,8,3.0,108000,9.0,4.0,1.0,0,1,0
2.0,60.0,10800,1,3.0,5.0,0,1914,1.0,1.0,0.0,0.0,1.0,880,0,4.0,880,1768,2,1,2.0,6,2,2,0.0,0,0,8,4.0,163000,12.0,4.0,3.0,0,2,341
3.0,60.0,8544,1,3.0,6.0,2,1950,1.0,1.0,0.0,0.0,3.0,0,0,2.0,1040,1040,2,2,2.0,6,0,2,2.0,0,0,8,4.0,93500,0.0,4.0,0.0,0,2,0
3.0,72.0,10463,1,3.0,14.0,0,2005,1.0,1.0,0.0,0.0,5.0,893,1,4.0,901,1801,3,1,3.0,8,1,3,2.0,0,0,8,4.0,239900,12.0,6.0,1.0,0,3,116
3.0,60.0,10800,1,3.0,3.0,2,1987,1.0,1.0,0.0,0.0,3.0,1200,1,4.0,1200,1200,3,1,2.0,5,0,0,2.0,0,0,8,2.0,179000,16.0,4.0,6.0,3,3,0
3.0,65.0,9313,1,3.0,18.0,0,2004,1.0,1.0,0.0,0.0,5.0,864,1,4.0,864,1728,3,1,3.0,7,0,2,2.0,0,0,8,4.0,190000,12.0,6.0,1.0,0,3,56
2.0,60.0,9600,1,3.0,5.0,0,1910,1.0,1.0,0.0,0.0,1.0,264,1,4.0,768,1432,2,1,2.0,7,0,2,2.0,0,0,8,1.0,132000,4.0,6.0,1.0,0,2,112
3.0,65.0,6768,1,3.0,7.0,0,1961,2.0,1.0,0.0,0.0,3.0,912,1,4.0,912,912,3,1,3.0,5,0,1,2.0,0,0,8,4.0,142000,9.0,6.0,6.0,2,1,0
3.0,65.0,8450,1,3.0,12.0,0,2000,1.0,1.0,2.0,108.0,5.0,1349,1,4.0,1349,1349,3,1,2.0,6,0,2,2.0,0,0,8,4.0,179000,12.0,4.0,1.0,0,2,55
3.0,70.0,12886,1,3.0,7.0,0,1963,1.0,1.0,0.0,0.0,3.0,520,1,4.0,1464,1464,3,1,2.0,6,1,2,2.0,0,0,8,4.0,175000,12.0,4.0,5.0,1,2,100
3.0,41.0,5395,1,3.0,23.0,4,1993,1.0,1.0,0.0,0.0,5.0,1337,1,4.0,1337,1337,2,1,3.0,5,1,2,2.0,0,0,8,4.0,180000,12.0,6.0,6.0,1,2,238
3.0,70.04995836802665,8963,1,3.0,13.0,0,1976,2.0,1.0,2.0,289.0,3.0,1142,1,4.0,1175,2715,4,1,3.0,11,2,2,2.0,0,0,8,4.0,299800,12.0,12.0,30.0,1,4,204
3.0,70.04995836802665,8795,1,3.0,14.0,0,2000,1.0,1.0,0.0,0.0,5.0,952,1,4.0,980,2256,4,1,3.0,8,1,2,2.0,0,0,8,4.0,236000,12.0,6.0,6.0,0,3,54
2.0,65.0,11700,1,3.0,5.0,0,1880,3.0,1.0,0.0,0.0,2.0,1240,0,4.0,1320,2640,4,1,3.0,8,1,4,0.0,0,0,8,4.0,265979,6.0,6.0,1.0,0,2,386
3.0,59.0,10593,1,3.0,22.0,0,1996,2.0,1.0,2.0,338.0,5.0,1720,1,4.0,1720,1720,3,1,3.0,7,1,2,2.0,0,0,8,4.0,260400,12.0,6.0,6.0,1,2,210
3.0,50.0,8405,1,3.0,3.0,0,1945,1.0,1.0,0.0,0.0,0.0,0,0,2.0,1088,1529,4,1,2.0,9,0,1,0.0,0,0,8,4.0,98000,0.0,4.0,0.0,0,2,185
2.0,55.0,8800,1,3.0,5.0,0,1910,1.0,1.0,0.0,0.0,1.0,576,1,4.0,792,1140,3,1,2.0,7,0,0,0.0,0,0,8,4.0,96500,6.0,4.0,1.0,0,1,160
3.0,70.04995836802665,7750,1,3.0,14.0,0,2003,1.0,1.0,0.0,0.0,5.0,660,1,4.0,660,1320,3,1,3.0,6,0,2,2.0,0,0,8,4.0,162000,12.0,6.0,1.0,0,3,48
3.0,79.0,9236,1,3.0,18.0,0,1997,1.0,1.0,0.0,0.0,5.0,1479,1,4.0,1494,1494,3,1,3.0,6,0,2,2.0,0,0,8,4.0,217000,12.0,6.0,6.0,1,2,27
3.0,80.0,10240,1,3.0,24.0,0,2005,1.0,1.0,2.0,178.0,5.0,1030,1,4.0,1038,2098,3,1,4.0,8,1,3,2.0,0,0,8,4.0,275500,12.0,6.0,1.0,0,3,52
3.0,61.0,7930,1,3.0,6.0,0,1969,1.0,1.0,0.0,0.0,3.0,1026,1,4.0,1026,1026,3,1,3.0,5,0,2,2.0,0,0,8,4.0,156000,9.0,4.0,12.0,1,1,48
4.0,34.0,3230,1,3.0,21.0,4,1999,1.0,1.0,2.0,894.0,5.0,729,1,4.0,742,1471,3,1,2.0,6,0,2,2.0,0,0,8,4.0,172500,12.0,4.0,6.0,0,3,24
3.0,68.0,10769,1,3.0,18.0,0,2007,1.0,1.0,0.0,0.0,5.0,866,1,4.0,866,1768,3,1,3.0,7,0,2,2.0,0,0,8,4.0,212000,12.0,6.0,6.0,0,3,105
3.0,70.04995836802665,11616,1,3.0,7.0,0,1978,2.0,1.0,1.0,328.0,3.0,672,1,4.0,672,1386,3,1,2.0,6,1,2,2.0,0,0,8,1.0,158900,9.0,4.0,3.0,0,3,0
4.0,24.0,2280,1,3.0,21.0,3,1999,1.0,1.0,2.0,360.0,5.0,744,1,4.0,757,1501,3,1,2.0,6,0,2,2.0,0,0,8,4.0,179400,12.0,4.0,5.0,0,3,0
3.0,65.0,12257,1,3.0,22.0,0,1995,1.0,1.0,2.0,513.0,5.0,1318,1,4.0,1328,2531,4,1,3.0,9,1,3,2.0,0,0,8,4.0,290000,12.0,6.0,10.0,0,3,98
3.0,70.0,9100,1,3.0,6.0,0,1959,2.0,1.0,0.0,0.0,3.0,864,1,4.0,864,864,2,1,2.0,5,0,1,2.0,0,450,8,4.0,127500,9.0,4.0,3.0,0,1,0
2.0,60.0,6911,1,3.0,4.0,0,1924,1.0,1.0,0.0,0.0,5.0,1145,1,4.0,1301,1301,2,1,1.0,5,0,2,2.0,0,0,8,4.0,100000,9.0,4.0,2.0,0,1,0
4.0,72.0,8640,1,3.0,21.0,0,2009,1.0,1.0,0.0,0.0,5.0,756,1,4.0,764,1547,3,1,3.0,7,0,2,2.0,0,0,2,4.0,215200,12.0,4.0,6.0,0,3,45
3.0,82.0,9430,1,3.0,22.0,0,1999,1.0,1.0,2.0,673.0,5.0,1252,1,4.0,1268,2365,3,1,3.0,8,1,3,2.0,0,0,8,4.0,337000,12.0,6.0,6.0,1,3,308
3.0,30.0,9549,1,3.0,19.0,4,1995,2.0,1.0,0.0,0.0,5.0,1494,1,4.0,1494,1494,2,1,4.0,6,1,2,2.0,0,0,8,4.0,270000,16.0,9.0,12.0,1,2,246
3.0,75.0,14587,1,3.0,21.0,0,2008,1.0,1.0,3.0,284.0,5.0,1498,1,4.0,1506,1506,2,1,4.0,6,1,2,2.0,0,0,6,5.0,264132,12.0,6.0,1.0,0,2,174
3.0,80.0,10421,1,3.0,13.0,0,1988,1.0,1.0,2.0,42.0,3.0,980,1,4.0,980,1714,3,1,2.0,7,1,2,2.0,0,500,8,4.0,196500,12.0,4.0,6.0,0,3,222
3.0,75.0,12508,1,3.0,8.0,0,1940,1.0,1.0,0.0,0.0,3.0,983,1,4.0,983,1750,4,1,2.0,7,0,1,2.0,0,1300,8,4.0,160000,12.0,4.0,5.0,1,2,156
3.0,70.0,9100,1,3.0,18.0,0,2004,2.0,1.0,0.0,0.0,5.0,1860,1,4.0,1836,1836,3,1,3.0,8,1,2,2.0,0,0,8,4.0,216837,12.0,6.0,6.0,0,2,33
3.0,47.0,53504,1,3.0,23.0,0,2003,2.0,1.0,2.0,603.0,5.0,1650,1,4.0,1690,3279,4,1,4.0,12,1,3,2.0,0,0,8,4.0,538000,12.0,8.0,5.0,1,4,246
3.0,70.04995836802665,7252,1,3.0,7.0,0,1982,2.0,1.0,0.0,0.0,3.0,858,1,4.0,858,858,2,1,2.0,5,0,2,2.0,0,0,8,4.0,134900,12.0,4.0,6.0,1,1,0
3.0,67.0,8877,1,3.0,3.0,0,1951,1.0,1.0,0.0,0.0,3.0,836,1,2.0,1220,1220,2,1,2.0,6,0,2,2.0,0,0,0,4.0,102000,4.0,4.0,2.0,0,1,0
3.0,94.0,7819,1,3.0,3.0,0,1976,1.0,1.0,0.0,0.0,3.0,1029,1,4.0,1117,1117,3,1,2.0,6,1,2,2.0,0,0,8,1.0,107000,9.0,4.0,20.0,1,1,0
3.0,70.0,10150,1,3.0,6.0,0,1958,1.0,1.0,0.0,1.0,3.0,912,1,3.0,912,912,2,1,2.0,5,0,1,2.0,0,0,0,4.0,114500,9.0,4.0,3.0,0,1,0
3.0,110.0,14226,1,3.0,24.0,0,2006,2.0,1.0,2.0,375.0,5.0,1935,1,4.0,1973,1973,3,1,3.0,9,1,3,2.0,0,0,6,5.0,395000,12.0,6.0,1.0,0,2,45
2.0,32.0,4500,1,3.0,8.0,4,1998,2.0,1.0,2.0,320.0,5.0,1204,1,4.0,1204,1204,2,1,2.0,5,0,2,2.0,0,0,8,4.0,162000,15.0,4.0,6.0,1,2,247
3.0,86.0,11210,1,3.0,18.0,0,2005,1.0,1.0,2.0,240.0,5.0,1614,1,4.0,1614,1614,3,1,3.0,7,0,3,2.0,0,0,6,5.0,221500,12.0,6.0,6.0,0,2,59
3.0,100.0,13350,1,3.0,7.0,0,1974,2.0,1.0,0.0,0.0,3.0,864,1,4.0,894,894,3,1,2.0,5,1,2,2.0,0,0,8,4.0,142500,9.0,4.0,5.0,1,1,0
1.0,60.0,8400,1,3.0,12.0,2,1977,1.0,1.0,2.0,320.0,0.0,0,1,4.0,2020,2020,4,2,2.0,10,2,2,2.0,0,0,8,4.0,144000,0.0,4.0,0.0,0,2,0
3.0,78.0,10530,1,3.0,8.0,2,1977,1.0,1.0,2.0,90.0,3.0,975,1,4.0,1004,1004,2,1,2.0,4,0,2,2.0,0,0,8,4.0,135000,12.0,4.0,6.0,1,1,0
3.0,63.0,7875,1,3.0,14.0,0,1995,1.0,1.0,2.0,38.0,5.0,1237,1,4.0,1253,1253,3,1,2.0,6,1,2,2.0,0,0,8,4.0,176000,16.0,4.0,1.0,0,2,21
3.0,65.0,7153,1,3.0,12.0,0,1992,1.0,1.0,0.0,0.0,5.0,761,1,4.0,810,1603,3,1,3.0,7,0,2,2.0,0,0,8,4.0,175900,12.0,9.0,5.0,0,3,124
3.0,67.0,16285,1,3.0,18.0,0,2001,1.0,1.0,0.0,0.0,5.0,1413,1,4.0,1430,1430,3,1,3.0,6,0,2,2.0,0,0,8,4.0,187100,12.0,6.0,1.0,0,2,33
3.0,70.04995836802665,9101,1,3.0,8.0,0,1978,1.0,1.0,2.0,104.0,5.0,1097,1,4.0,1110,1110,1,1,3.0,4,1,2,2.0,0,0,8,4.0,165500,12.0,6.0,6.0,1,1,30
2.0,35.0,6300,1,3.0,5.0,0,1914,1.0,1.0,0.0,0.0,3.0,742,1,4.0,742,1484,3,1,2.0,9,1,0,2.0,0,0,8,4.0,128000,9.0,4.0,1.0,0,2,425
3.0,70.04995836802665,9790,1,3.0,13.0,0,1967,1.0,1.0,0.0,0.0,3.0,1372,1,4.0,1342,1342,3,1,2.0,7,1,2,2.0,0,0,8,4.0,161500,9.0,4.0,6.0,0,2,197
2.0,60.0,10800,1,3.0,5.0,0,1915,1.0,1.0,0.0,0.0,5.0,686,1,4.0,966,1652,4,1,2.0,7,0,1,2.0,0,1200,8,4.0,139000,6.0,6.0,2.0,1,2,196
3.0,76.0,10142,1,3.0,12.0,0,2004,1.0,1.0,0.0,0.0,5.0,956,1,4.0,956,2084,4,1,3.0,8,0,2,2.0,0,0,8,4.0,233000,12.0,6.0,6.0,1,3,45
2.0,50.0,6000,1,3.0,5.0,0,1954,1.0,1.0,0.0,0.0,3.0,901,1,4.0,901,901,2,1,2.0,4,0,1,2.0,0,0,8,4.0,107900,9.0,4.0,1.0,0,1,0
3.0,70.04995836802665,12205,1,3.0,16.0,0,1966,1.0,1.0,2.0,157.0,3.0,832,1,4.0,976,2087,5,1,3.0,9,0,2,2.0,0,0,8,4.0,187500,6.0,4.0,2.0,0,3,168
3.0,43.0,3182,1,3.0,15.0,4,2005,1.0,1.0,2.0,11.0,5.0,1145,1,4.0,1145,1145,2,1,3.0,5,1,2,2.0,0,0,8,4.0,160200,12.0,6.0,6.0,0,2,16
3.0,70.04995836802665,11333,1,3.0,8.0,0,1976,1.0,1.0,0.0,0.0,5.0,1029,1,4.0,1062,1062,3,1,2.0,5,2,2,2.0,0,0,8,4.0,146800,12.0,4.0,5.0,1,1,0
3.0,92.0,9920,1,3.0,22.0,0,1996,1.0,1.0,0.0,0.0,5.0,1117,1,4.0,1127,2013,3,1,2.0,8,1,2,2.0,0,0,8,4.0,269790,12.0,6.0,6.0,1,3,130
3.0,76.0,9158,1,3.0,21.0,0,2007,1.0,1.0,3.0,140.0,5.0,1496,1,4.0,1496,1496,3,1,3.0,7,0,2,2.0,0,0,6,5.0,225000,12.0,6.0,1.0,0,2,130
3.0,70.04995836802665,10832,1,3.0,14.0,0,1994,1.0,1.0,0.0,0.0,5.0,712,1,4.0,1086,1895,3,1,3.0,7,1,2,2.0,0,500,8,4.0,194500,12.0,6.0,1.0,0,3,46
3.0,70.0,8400,1,3.0,12.0,0,1980,1.0,1.0,2.0,130.0,3.0,650,1,4.0,888,1564,3,1,2.0,7,1,2,2.0,0,0,8,4.0,171000,12.0,4.0,1.0,0,3,254
3.0,71.0,8197,1,3.0,7.0,0,1977,1.0,1.0,2.0,148.0,3.0,660,1,4.0,1285,1285,3,1,2.0,7,1,2,2.0,0,0,8,4.0,143500,9.0,4.0,1.0,0,2,0
3.0,57.0,7677,1,3.0,6.0,0,1953,1.0,1.0,0.0,0.0,3.0,773,1,4.0,773,773,2,1,2.0,4,0,1,2.0,0,0,8,1.0,110000,9.0,4.0,4.0,0,1,0
3.0,104.0,13518,1,3.0,24.0,0,2008,2.0,1.0,3.0,860.0,5.0,1926,1,4.0,1966,3140,4,1,4.0,11,2,3,2.0,0,0,6,5.0,485000,15.0,8.0,1.0,0,4,78
3.0,60.0,7200,1,3.0,10.0,0,1937,1.0,1.0,2.0,252.0,1.0,731,1,4.0,981,1768,3,1,3.0,7,2,1,2.0,0,0,8,4.0,175000,12.0,4.0,5.0,1,2,264
3.0,79.0,12798,1,3.0,16.0,0,1997,1.0,1.0,0.0,0.0,5.0,616,1,4.0,616,1688,4,1,3.0,8,0,2,2.0,0,400,8,4.0,200000,12.0,4.0,6.0,1,3,299
2.0,40.0,4800,1,3.0,1.0,0,1916,1.0,1.0,0.0,0.0,3.0,1196,1,3.0,1196,1196,2,1,2.0,5,0,2,2.0,0,0,8,4.0,109900,9.0,4.0,2.0,1,1,0
3.0,63.0,8199,1,3.0,18.0,0,2005,1.0,1.0,0.0,0.0,5.0,728,1,4.0,728,1456,3,1,3.0,7,1,2,2.0,0,0,8,4.0,189000,12.0,6.0,6.0,1,3,18
3.0,107.0,13891,1,3.0,24.0,0,2008,2.0,1.0,3.0,424.0,5.0,1734,1,4.0,1734,2822,4,1,4.0,12,1,3,2.0,0,0,6,5.0,582933,15.0,8.0,1.0,0,4,362
3.0,75.0,9000,1,3.0,6.0,0,1954,1.0,1.0,0.0,0.0,3.0,936,1,4.0,1128,1128,2,1,2.0,5,0,1,2.0,0,0,8,3.0,118000,9.0,4.0,2.0,0,1,0
3.0,91.0,12274,1,3.0,21.0,0,2008,1.0,1.0,3.0,256.0,5.0,1417,1,4.0,1428,1428,3,1,4.0,6,0,2,2.0,0,0,6,5.0,227680,12.0,6.0,1.0,0,2,60
3.0,75.0,9750,1,3.0,6.0,0,1967,1.0,1.0,0.0,0.0,5.0,980,1,4.0,980,980,3,1,2.0,6,0,1,2.0,0,0,8,4.0,135500,9.0,4.0,15.0,0,2,0
3.0,144.0,21384,1,3.0,4.0,0,1923,1.0,1.0,0.0,0.0,3.0,1324,1,4.0,1072,1576,3,1,3.0,6,1,2,2.0,0,0,8,4.0,223500,9.0,4.0,6.0,2,2,312
3.0,85.0,13400,1,3.0,6.0,0,1966,1.0,1.0,2.0,1047.0,3.0,1024,1,4.0,1086,1086,3,1,2.0,6,1,2,2.0,0,0,8,4.0,159950,9.0,4.0,20.0,1,1,0
2.0,90.0,8100,1,3.0,5.0,0,1898,2.0,1.0,0.0,0.0,5.0,849,0,3.0,1075,2138,2,3,2.0,11,0,2,0.0,0,0,8,4.0,106000,9.0,4.0,1.0,0,2,156
3.0,78.0,10140,1,3.0,13.0,0,1974,2.0,1.0,2.0,99.0,3.0,1040,1,4.0,1309,1309,3,1,3.0,5,1,2,2.0,648,0,8,4.0,181000,9.0,4.0,10.0,1,2,0
2.0,70.04995836802665,4438,1,3.0,18.0,4,2004,1.0,1.0,2.0,169.0,5.0,848,1,4.0,848,848,1,1,3.0,4,1,2,2.0,0,0,3,4.0,144500,12.0,6.0,6.0,1,1,0
0.0,66.0,8712,0,3.0,1.0,0,1952,2.0,1.0,0.0,0.0,3.0,540,0,3.0,1044,1044,2,1,1.0,4,0,2,0.0,0,54,8,2.0,55993,9.0,2.0,1.0,0,1,0
3.0,75.0,9750,1,3.0,6.0,0,1958,1.0,1.0,2.0,243.0,3.0,1442,1,4.0,1442,1442,4,1,2.0,7,0,1,2.0,0,500,0,4.0,157900,9.0,4.0,3.0,0,2,275
3.0,45.0,8248,1,3.0,3.0,0,1918,1.0,1.0,0.0,0.0,1.0,686,1,4.0,686,1250,3,1,1.0,7,0,1,1.0,0,0,8,4.0,116000,9.0,4.0,1.0,1,2,96
3.0,48.0,12137,1,3.0,18.0,0,1998,1.0,1.0,2.0,442.0,5.0,1649,1,4.0,1661,1661,3,1,3.0,6,0,2,2.0,0,0,8,4.0,224900,12.0,4.0,1.0,0,2,34
3.0,70.04995836802665,11425,1,3.0,6.0,0,1954,1.0,1.0,0.0,0.0,3.0,1008,1,4.0,1008,1008,2,1,2.0,4,1,1,2.0,0,0,8,4.0,137000,9.0,4.0,4.0,0,1,120
3.0,70.04995836802665,13265,1,3.0,8.0,0,2002,2.0,1.0,2.0,148.0,5.0,1568,1,4.0,1689,1689,3,1,3.0,7,2,3,2.0,0,0,8,4.0,271000,12.0,6.0,6.0,1,2,59
3.0,80.0,8816,1,3.0,16.0,0,1971,1.0,1.0,2.0,80.0,3.0,1010,1,4.0,1052,1052,3,1,2.0,6,0,2,2.0,0,0,8,4.0,155000,9.0,4.0,6.0,1,1,0
3.0,44.0,6371,1,3.0,24.0,4,2009,1.0,1.0,3.0,128.0,5.0,1358,1,4.0,1358,1358,2,1,3.0,6,1,2,2.0,0,0,6,5.0,224000,12.0,6.0,6.0,1,2,35
3.0,72.0,7226,1,3.0,18.0,0,2003,1.0,1.0,0.0,0.0,5.0,798,1,4.0,798,1640,3,1,3.0,6,0,2,2.0,0,0,8,4.0,183000,12.0,6.0,1.0,0,3,45
2.0,60.0,6000,1,3.0,5.0,1,1953,1.0,1.0,0.0,0.0,3.0,936,0,4.0,936,936,2,1,2.0,4,0,2,2.0,0,0,8,4.0,93000,6.0,2.0,1.0,0,1,144
3.0,70.04995836802665,12394,1,3.0,14.0,0,2003,1.0,1.0,0.0,0.0,5.0,847,1,4.0,847,1733,3,1,3.0,7,1,2,2.0,0,0,8,3.0,225000,12.0,6.0,1.0,0,3,48
3.0,60.0,9900,1,3.0,10.0,0,1940,1.0,1.0,0.0,0.0,1.0,778,1,4.0,944,1489,3,1,2.0,7,1,1,2.0,0,0,8,4.0,139500,9.0,4.0,1.0,0,2,0
4.0,81.0,11216,1,3.0,21.0,0,2006,1.0,1.0,0.0,0.0,5.0,1489,1,4.0,1489,1489,3,1,3.0,7,1,2,2.0,0,0,6,5.0,232600,16.0,6.0,1.0,0,2,140
3.0,114.0,14803,1,3.0,24.0,0,2007,2.0,1.0,2.0,816.0,5.0,2078,1,4.0,2084,2084,2,1,4.0,7,1,3,2.0,0,0,6,5.0,385000,15.0,8.0,6.0,1,2,45
2.0,50.0,6130,1,3.0,4.0,0,1924,1.0,1.0,0.0,0.0,1.0,784,1,4.0,784,784,2,1,3.0,5,0,0,2.0,0,0,8,4.0,109500,9.0,4.0,5.0,1,1,116
3.0,65.0,8529,1,3.0,12.0,0,2001,1.0,1.0,0.0,0.0,5.0,1454,1,4.0,1434,1434,3,1,3.0,6,1,2,2.0,0,0,8,4.0,189000,12.0,6.0,6.0,0,2,39
3.0,70.04995836802665,28698,1,3.0,16.0,0,1967,4.0,4.0,0.0,0.0,5.0,1013,1,4.0,1160,2126,3,1,2.0,7,0,2,2.0,0,0,8,1.0,185000,12.0,4.0,10.0,1,3,225
4.0,24.0,2544,1,3.0,21.0,3,2005,1.0,1.0,0.0,0.0,5.0,600,1,4.0,520,1223,2,1,3.0,4,0,2,2.0,0,0,8,4.0,147400,12.0,6.0,1.0,0,3,166
3.0,80.0,11900,1,3.0,6.0,0,1957,1.0,1.0,2.0,387.0,3.0,1392,1,3.0,1392,1392,3,1,2.0,6,2,2,2.0,0,0,8,4.0,166000,9.0,4.0,3.0,1,2,192
4.0,30.0,3180,1,3.0,21.0,4,2005,1.0,1.0,0.0,0.0,5.0,600,1,4.0,520,1200,2,1,3.0,4,0,2,2.0,0,0,8,4.0,151000,12.0,4.0,1.0,0,3,166
3.0,44.0,9548,1,3.0,18.0,0,2003,1.0,1.0,2.0,223.0,5.0,941,1,4.0,941,1829,3,1,3.0,7,1,2,2.0,0,0,8,4.0,237000,12.0,6.0,6.0,1,3,39
3.0,100.0,10004,1,3.0,6.0,0,1964,1.0,1.0,2.0,180.0,3.0,1516,1,4.0,1516,1516,3,1,2.0,6,0,2,2.0,0,0,8,4.0,167000,9.0,4.0,12.0,0,2,152
3.0,75.0,7875,1,3.0,6.0,0,1961,1.0,1.0,2.0,136.0,3.0,1144,1,4.0,1144,1144,3,1,2.0,6,0,2,2.0,0,0,8,4.0,139950,9.0,4.0,3.0,1,1,0
3.0,60.0,9600,1,3.0,7.0,0,1950,1.0,1.0,0.0,0.0,3.0,1067,1,4.0,1067,1067,2,1,3.0,4,0,2,2.0,0,0,8,4.0,128000,12.0,4.0,4.0,0,2,0
2.0,90.0,8100,1,3.0,5.0,0,1948,1.0,1.0,0.0,0.0,1.0,1559,1,4.0,1559,1559,2,1,2.0,5,0,2,2.0,0,0,0,4.0,153500,9.0,4.0,3.0,1,1,346
2.0,21.0,1680,1,3.0,2.0,3,1973,1.0,1.0,2.0,158.0,3.0,483,1,4.0,483,987,2,1,2.0,5,0,1,2.0,0,0,8,4.0,100000,9.0,4.0,4.0,1,2,0
3.0,75.0,9525,1,3.0,18.0,0,1995,1.0,1.0,0.0,0.0,5.0,1099,1,4.0,1099,1099,3,1,3.0,6,0,1,2.0,0,0,8,4.0,144000,12.0,4.0,1.0,0,2,0
3.0,70.0,11767,1,3.0,3.0,0,1946,1.0,1.0,0.0,0.0,3.0,768,1,4.0,768,1200,3,1,2.0,6,0,1,2.0,0,0,8,4.0,130500,9.0,4.0,4.0,0,1,0
1.0,70.04995836802665,12155,1,3.0,10.0,0,1925,1.0,1.0,0.0,0.0,1.0,672,0,4.0,810,1482,4,1,1.0,7,0,1,1.0,0,0,8,4.0,140000,9.0,4.0,4.0,0,2,254
2.0,60.0,10440,1,3.0,5.0,0,1904,1.0,1.0,0.0,0.0,5.0,650,1,4.0,958,1539,3,1,3.0,8,1,2,1.0,0,0,8,4.0,157500,9.0,4.0,1.0,0,2,146
3.0,82.0,9020,1,3.0,6.0,0,1966,1.0,1.0,2.0,183.0,3.0,1127,1,4.0,1165,1165,3,1,2.0,6,0,2,2.0,0,0,8,4.0,174900,9.0,4.0,15.0,1,2,129
3.0,80.0,8000,1,3.0,6.0,2,1961,1.0,1.0,0.0,0.0,3.0,1800,0,4.0,1800,1800,6,2,2.0,10,0,0,2.0,0,0,8,4.0,141000,9.0,4.0,1.0,0,2,0
2.0,100.0,12665,1,3.0,5.0,0,1915,1.0,1.0,0.0,0.0,1.0,876,1,4.0,876,1416,4,1,2.0,7,1,3,2.0,0,0,8,4.0,153900,9.0,4.0,1.0,0,2,194
3.0,70.04995836802665,16647,1,3.0,7.0,0,1975,1.0,1.0,0.0,0.0,3.0,1390,1,4.0,1701,1701,3,1,2.0,6,2,2,2.0,0,0,8,4.0,171000,12.0,4.0,5.0,1,2,0
3.0,75.0,9317,1,3.0,12.0,0,1993,1.0,1.0,2.0,137.0,5.0,740,1,4.0,1006,1775,3,1,3.0,7,1,2,2.0,0,0,8,4.0,213000,12.0,6.0,5.0,1,3,264
3.0,36.0,15523,1,3.0,18.0,0,1972,1.0,1.0,0.0,0.0,3.0,864,1,4.0,864,864,3,1,2.0,5,1,1,2.0,0,0,8,4.0,133500,9.0,4.0,4.0,1,1,0
3.0,75.0,45600,1,3.0,16.0,0,1908,1.0,1.0,0.0,0.0,1.0,907,1,4.0,1307,2358,5,1,2.0,10,1,2,2.0,0,0,8,4.0,240000,9.0,4.0,1.0,0,3,215
3.0,80.0,9600,1,3.0,19.0,0,1976,2.0,1.0,2.0,360.0,3.0,528,1,4.0,1094,1855,3,1,2.0,7,1,2,2.0,0,0,8,4.0,187000,9.0,9.0,1.0,0,3,100
2.0,36.0,4435,1,3.0,18.0,4,2003,1.0,1.0,2.0,170.0,5.0,848,1,4.0,848,848,1,1,3.0,3,0,2,2.0,0,0,8,4.0,131500,12.0,6.0,6.0,1,1,0
3.0,70.04995836802665,3196,1,3.0,15.0,4,2003,1.0,1.0,2.0,40.0,5.0,1273,1,4.0,1456,1456,2,1,3.0,7,1,2,2.0,0,0,8,4.0,215000,12.0,6.0,1.0,0,2,20
3.0,53.0,7128,1,3.0,17.0,0,1941,1.0,1.0,0.0,0.0,3.0,918,1,4.0,918,1646,4,1,2.0,7,2,1,2.0,0,0,8,4.0,164000,9.0,6.0,3.0,0,2,126
3.0,70.04995836802665,12095,1,3.0,6.0,0,1964,1.0,1.0,2.0,115.0,3.0,1127,1,4.0,1445,1445,3,1,2.0,7,1,2,2.0,0,0,8,4.0,158000,9.0,6.0,3.0,0,2,0
3.0,102.0,17920,1,3.0,7.0,0,1955,2.0,1.0,0.0,0.0,3.0,1763,1,4.0,1779,1779,3,1,2.0,6,1,2,2.0,0,0,8,1.0,170000,9.0,4.0,15.0,1,2,730
3.0,70.04995836802665,6897,1,3.0,7.0,0,1962,1.0,1.0,0.0,0.0,3.0,1040,1,4.0,1040,1040,3,1,2.0,6,0,1,2.0,0,0,8,4.0,127000,9.0,6.0,5.0,1,2,104
3.0,70.04995836802665,10970,1,3.0,18.0,0,1978,1.0,1.0,0.0,0.0,3.0,940,1,4.0,1026,1026,3,1,2.0,5,0,2,2.0,0,0,8,4.0,147000,16.0,4.0,12.0,1,1,34
